User ID,Subscription Type,Monthly Revenue,Join Date,Month of Joining ,Year of Joining,Last Payment Date,Last Payment Year,Current Status ,Country,Age,Age group ,Gender,Device,Plan Duration
527,Premium,10,10-Jul-22,Jul,2022,28-06-2023,June,Active ,Brazil,48,Adult,Female,Tablet,1 Month
528,Standard,13,13-Jul-22,Jul,2022,29-06-2023,June,Active ,Mexico,42,Adult,Female,Smartphone,1 Month
529,Standard,11,07-Jul-22,Jul,2022,27-06-2023,June,Active ,Spain,50,Adult,Female,Laptop,1 Month
530,Basic,14,22-Jun-22,Jun,2022,28-06-2023,June,Active ,Italy,49,Adult,Female,Smart TV,1 Month
531,Premium,14,15-Jun-22,Jun,2022,27-06-2023,June,Active ,Spain,30,Youth,Female,Laptop,1 Month
532,Standard,11,03-Jun-22,Jun,2022,28-06-2023,June,Active ,Spain,38,Adult,Male,Laptop,1 Month
533,Basic,14,04-Jun-22,Jun,2022,27-06-2023,June,Active ,United States,38,Adult,Male,Smartphone,1 Month
534,Standard,11,05-Jun-22,Jun,2022,28-06-2023,June,Active ,Canada,39,Adult,Female,Smart TV,1 Month
535,Premium,15,07-Jun-22,Jun,2022,29-06-2023,June,Active ,United States,42,Adult,Female,Laptop,1 Month
536,Basic,10,14-Jun-22,Jun,2022,29-06-2023,June,Active ,United States,28,Youth,Male,Smart TV,1 Month
537,Premium,10,17-Jun-22,Jun,2022,27-06-2023,June,Active ,Canada,38,Adult,Male,Smartphone,1 Month
538,Standard,14,19-Jun-22,Jun,2022,28-06-2023,June,Active ,United Kingdom,40,Adult,Female,Tablet,1 Month
539,Basic,12,02-Jul-22,Jul,2022,29-06-2023,June,Active ,Australia,30,Youth,Female,Tablet,1 Month
540,Standard,10,03-Jul-22,Jul,2022,29-06-2023,June,Active ,Germany,40,Adult,Male,Smartphone,1 Month
541,Premium,10,13-Jul-22,Jul,2022,27-06-2023,June,Active ,France,31,Youth,Male,Smart TV,1 Month
542,Basic,14,26-Jul-22,Jul,2022,27-06-2023,June,Active ,Brazil,41,Adult,Male,Smartphone,1 Month
543,Standard,11,27-Jul-22,Jul,2022,28-06-2023,June,Active ,Mexico,37,Youth,Male,Smartphone,1 Month
544,Premium,14,08-Aug-22,Aug,2022,28-06-2023,June,Active ,Spain,49,Adult,Male,Tablet,1 Month
545,Basic,14,17-Aug-22,Aug,2022,27-06-2023,June,Active ,Italy,29,Youth,Male,Smart TV,1 Month
546,Premium,10,20-Aug-22,Aug,2022,26-06-2023,June,Active ,Spain,31,Youth,Male,Smart TV,1 Month
547,Basic,10,05-Sep-22,Sep,2022,27-06-2023,June,Active ,Spain,39,Adult,Male,Tablet,1 Month
548,Standard,12,05-Sep-22,Sep,2022,27-06-2023,June,Active ,United States,51,Adult,Female,Smartphone,1 Month
549,Standard,10,05-Sep-22,Sep,2022,27-06-2023,June,Active ,Canada,38,Adult,Female,Smartphone,1 Month
550,Basic,11,06-Sep-22,Sep,2022,27-06-2023,June,Active ,United States,29,Youth,Female,Tablet,1 Month
551,Premium,13,03-Sep-22,Sep,2022,28-06-2023,June,Active ,United States,41,Adult,Female,Laptop,1 Month
552,Basic,13,29-Aug-22,Aug,2022,27-06-2023,June,Active ,Canada,48,Adult,Female,Tablet,1 Month
553,Standard,14,27-Aug-22,Aug,2022,28-06-2023,June,Active ,United Kingdom,39,Adult,Male,Smart TV,1 Month
554,Premium,12,29-Aug-22,Aug,2022,29-06-2023,June,Active ,Australia,37,Youth,Male,Smartphone,1 Month
555,Basic,11,13-Sep-22,Sep,2022,28-06-2023,June,Active ,Germany,37,Youth,Female,Smartphone,1 Month
556,Premium,14,24-Sep-22,Sep,2022,27-06-2023,June,Active ,France,34,Youth,Male,Smartphone,1 Month
557,Basic,15,05-Oct-22,Oct,2022,29-06-2023,June,Active ,Brazil,37,Youth,Male,Smartphone,1 Month
558,Standard,14,18-Oct-22,Oct,2022,30-06-2023,June,Active ,Mexico,37,Youth,Female,Smart TV,1 Month
559,Standard,13,19-Oct-22,Oct,2022,28-06-2023,June,Active ,Spain,51,Adult,Female,Tablet,1 Month
560,Basic,15,14-Oct-22,Oct,2022,29-06-2023,June,Active ,Italy,45,Adult,Male,Laptop,1 Month
561,Premium,14,30-Sep-22,Sep,2022,28-06-2023,June,Active ,Spain,29,Youth,Female,Laptop,1 Month
562,Basic,14,19-Sep-22,Sep,2022,30-06-2023,June,Active ,Spain,37,Youth,Male,Laptop,1 Month
563,Standard,10,24-Sep-22,Sep,2022,29-06-2023,June,Active ,United States,34,Youth,Male,Tablet,1 Month
564,Premium,14,28-Sep-22,Sep,2022,29-06-2023,June,Active ,Canada,35,Youth,Male,Smartphone,1 Month
565,Basic,12,29-Sep-22,Sep,2022,27-06-2023,June,Active ,United States,29,Youth,Male,Laptop,1 Month
566,Premium,11,11-Oct-22,Oct,2022,01-07-2023,July,Active ,United States,45,Adult,Male,Tablet,1 Month
567,Basic,14,08-Nov-22,Nov,2022,29-06-2023,June,Active ,Canada,36,Youth,Male,Smart TV,1 Month
568,Standard,11,16-Nov-22,Nov,2022,28-06-2023,June,Active ,United Kingdom,27,Youth,Female,Laptop,1 Month
569,Standard,10,17-Nov-22,Nov,2022,26-06-2023,June,Active ,Australia,31,Youth,Female,Laptop,1 Month
570,Basic,10,20-Nov-22,Nov,2022,30-06-2023,June,Active ,Germany,41,Adult,Female,Laptop,1 Month
571,Premium,13,21-Nov-22,Nov,2022,29-06-2023,June,Active ,France,37,Youth,Male,Smart TV,1 Month
572,Basic,12,21-Nov-22,Nov,2022,30-06-2023,June,Active ,Brazil,49,Adult,Female,Tablet,1 Month
573,Standard,12,18-Nov-22,Nov,2022,27-06-2023,June,Active ,Mexico,37,Youth,Female,Smart TV,1 Month
574,Premium,14,26-Oct-22,Oct,2022,29-06-2023,June,Active ,Spain,36,Youth,Female,Smartphone,1 Month
575,Basic,13,25-Oct-22,Oct,2022,28-06-2023,June,Active ,Italy,38,Adult,Female,Smart TV,1 Month
576,Premium,15,26-Oct-22,Oct,2022,30-06-2023,June,Active ,Spain,49,Adult,Female,Tablet,1 Month
577,Basic,15,23-Oct-22,Oct,2022,26-06-2023,June,Active ,Spain,31,Youth,Male,Laptop,1 Month
578,Standard,13,23-Oct-22,Oct,2022,28-06-2023,June,Active ,United States,29,Youth,Female,Laptop,1 Month
579,Standard,12,16-Oct-22,Oct,2022,28-06-2023,June,Active ,Canada,35,Youth,Female,Tablet,1 Month
580,Basic,14,09-Aug-22,Aug,2022,29-06-2023,June,Active ,United States,46,Adult,Female,Tablet,1 Month
581,Premium,10,02-Aug-22,Aug,2022,29-06-2023,June,Active ,United States,29,Youth,Female,Laptop,1 Month
582,Basic,12,16-Jul-22,Jul,2022,28-06-2023,June,Active ,Canada,43,Adult,Female,Laptop,1 Month
583,Standard,15,17-Jul-22,Jul,2022,28-06-2023,June,Active ,United Kingdom,38,Adult,Female,Tablet,1 Month
584,Premium,14,14-Jul-22,Jul,2022,28-06-2023,June,Active ,Australia,48,Adult,Female,Smart TV,1 Month
585,Basic,14,16-Jul-22,Jul,2022,29-06-2023,June,Active ,Germany,41,Adult,Male,Laptop,1 Month
586,Premium,15,06-Aug-22,Aug,2022,29-06-2023,June,Active ,France,51,Adult,Female,Laptop,1 Month
587,Basic,14,07-Aug-22,Aug,2022,28-06-2023,June,Active ,Brazil,39,Adult,Male,Smart TV,1 Month
588,Standard,11,07-Aug-22,Aug,2022,27-06-2023,June,Active ,Mexico,31,Youth,Male,Smartphone,1 Month
589,Standard,15,04-Aug-22,Aug,2022,29-06-2023,June,Active ,Spain,28,Youth,Male,Laptop,1 Month
590,Basic,15,29-Jul-22,Jul,2022,29-06-2023,June,Active ,Italy,47,Adult,Male,Laptop,1 Month
591,Premium,14,19-Jun-22,Jun,2022,28-06-2023,June,Active ,Spain,35,Youth,Female,Smart TV,1 Month
592,Basic,15,09-Jun-22,Jun,2022,29-06-2023,June,Active ,Spain,33,Youth,Male,Smartphone,1 Month
593,Standard,11,06-Jun-22,Jun,2022,29-06-2023,June,Active ,United States,41,Adult,Male,Smartphone,1 Month
594,Premium,12,06-Jun-22,Jun,2022,30-06-2023,June,Active ,Canada,38,Adult,Female,Smart TV,1 Month
595,Basic,10,11-Jun-22,Jun,2022,28-06-2023,June,Active ,United States,49,Adult,Male,Laptop,1 Month
596,Basic,14,18-Jun-22,Jun,2022,28-06-2023,June,Active ,United States,29,Youth,Female,Smart TV,1 Month
597,Basic,13,27-Jun-22,Jun,2022,28-06-2023,June,Active ,Canada,50,Adult,Male,Laptop,1 Month
598,Standard,12,05-Jul-22,Jul,2022,29-06-2023,June,Active ,United Kingdom,29,Youth,Female,Tablet,1 Month
599,Premium,15,06-Jul-22,Jul,2022,27-06-2023,June,Active ,Australia,44,Adult,Male,Smart TV,1 Month
600,Basic,14,16-Jun-22,Jun,2022,29-06-2023,June,Active ,Germany,36,Youth,Female,Smart TV,1 Month
601,Basic,14,05-Jun-22,Jun,2022,30-06-2023,June,Active ,France,46,Adult,Female,Smart TV,1 Month
602,Premium,14,05-Jun-22,Jun,2022,29-06-2023,June,Active ,Brazil,30,Youth,Male,Smartphone,1 Month
603,Standard,15,06-Jun-22,Jun,2022,27-06-2023,June,Active ,Mexico,46,Adult,Female,Tablet,1 Month
604,Standard,15,07-Jun-22,Jun,2022,28-06-2023,June,Active ,Spain,33,Youth,Male,Smartphone,1 Month
605,Basic,15,10-Jun-22,Jun,2022,29-06-2023,June,Active ,Italy,46,Adult,Female,Tablet,1 Month
606,Premium,14,13-Jun-22,Jun,2022,29-06-2023,June,Active ,Spain,50,Adult,Male,Tablet,1 Month
607,Standard,14,14-Jun-22,Jun,2022,27-06-2023,June,Active ,Spain,27,Youth,Female,Smart TV,1 Month
608,Basic,12,22-Jun-22,Jun,2022,28-06-2023,June,Active ,United States,48,Adult,Female,Smart TV,1 Month
609,Standard,14,03-Jul-22,Jul,2022,29-06-2023,June,Active ,Canada,50,Adult,Female,Smartphone,1 Month
610,Premium,13,05-Jul-22,Jul,2022,29-06-2023,June,Active ,United States,28,Youth,Female,Tablet,1 Month
611,Basic,15,11-Jul-22,Jul,2022,28-06-2023,June,Active ,United States,29,Youth,Female,Smartphone,1 Month
612,Premium,11,17-Jul-22,Jul,2022,27-06-2023,June,Active ,Canada,36,Youth,Male,Smart TV,1 Month
613,Standard,12,27-Jul-22,Jul,2022,28-06-2023,June,Active ,United Kingdom,51,Adult,Male,Laptop,1 Month
614,Basic,15,14-Aug-22,Aug,2022,28-06-2023,June,Active ,Australia,51,Adult,Male,Smartphone,1 Month
615,Standard,13,15-Aug-22,Aug,2022,27-06-2023,June,Active ,Germany,43,Adult,Male,Smart TV,1 Month
616,Premium,14,02-Sep-22,Sep,2022,27-06-2023,June,Active ,France,38,Adult,Female,Laptop,1 Month
617,Basic,11,05-Sep-22,Sep,2022,28-06-2023,June,Active ,Brazil,45,Adult,Female,Smartphone,1 Month
618,Standard,10,06-Sep-22,Sep,2022,28-06-2023,June,Active ,Mexico,28,Youth,Female,Smart TV,1 Month
619,Premium,11,06-Sep-22,Sep,2022,29-06-2023,June,Active ,Spain,27,Youth,Male,Smartphone,1 Month
620,Basic,11,05-Sep-22,Sep,2022,27-06-2023,June,Active ,Italy,41,Adult,Female,Smartphone,1 Month
621,Premium,14,06-Sep-22,Sep,2022,29-06-2023,June,Active ,Spain,49,Adult,Male,Smart TV,1 Month
622,Basic,12,29-Aug-22,Aug,2022,28-06-2023,June,Active ,Spain,35,Youth,Male,Smartphone,1 Month
623,Standard,13,30-Aug-22,Aug,2022,28-06-2023,June,Active ,United States,29,Youth,Female,Smart TV,1 Month
624,Standard,10,02-Sep-22,Sep,2022,30-06-2023,June,Active ,Canada,42,Adult,Male,Smartphone,1 Month
625,Basic,15,20-Sep-22,Sep,2022,28-06-2023,June,Active ,United States,33,Youth,Male,Tablet,1 Month
626,Premium,10,23-Sep-22,Sep,2022,30-06-2023,June,Active ,United States,30,Youth,Male,Laptop,1 Month
627,Basic,11,29-Sep-22,Sep,2022,29-06-2023,June,Active ,Canada,43,Adult,Female,Smart TV,1 Month
628,Standard,10,09-Oct-22,Oct,2022,01-07-2023,July,Active ,United Kingdom,42,Adult,Male,Smartphone,1 Month
629,Premium,11,12-Oct-22,Oct,2022,29-06-2023,June,Active ,Australia,39,Adult,Male,Tablet,1 Month
630,Basic,15,06-Oct-22,Oct,2022,30-06-2023,June,Active ,Germany,32,Youth,Female,Smart TV,1 Month
631,Premium,14,21-Sep-22,Sep,2022,28-06-2023,June,Active ,France,31,Youth,Male,Smartphone,1 Month
632,Basic,13,23-Sep-22,Sep,2022,01-07-2023,July,Active ,Brazil,39,Adult,Male,Smartphone,1 Month
633,Standard,12,28-Sep-22,Sep,2022,29-06-2023,June,Active ,Mexico,41,Adult,Female,Smartphone,1 Month
634,Standard,12,29-Sep-22,Sep,2022,29-06-2023,June,Active ,Spain,51,Adult,Female,Smart TV,1 Month
635,Basic,13,03-Oct-22,Oct,2022,27-06-2023,June,Active ,Italy,29,Youth,Male,Laptop,1 Month
636,Premium,10,28-Oct-22,Oct,2022,01-07-2023,July,Active ,Spain,33,Youth,Female,Smart TV,1 Month
637,Basic,12,14-Nov-22,Nov,2022,29-06-2023,June,Active ,Spain,51,Adult,Female,Tablet,1 Month
638,Standard,11,16-Nov-22,Nov,2022,01-07-2023,July,Active ,United States,38,Adult,Male,Tablet,1 Month
639,Premium,10,17-Nov-22,Nov,2022,28-06-2023,June,Active ,Canada,37,Youth,Female,Laptop,1 Month
640,Basic,13,20-Nov-22,Nov,2022,30-06-2023,June,Active ,United States,50,Adult,Female,Laptop,1 Month
641,Premium,12,21-Nov-22,Nov,2022,29-06-2023,June,Active ,United States,33,Youth,Male,Tablet,1 Month
642,Basic,11,19-Nov-22,Nov,2022,01-07-2023,July,Active ,Canada,27,Youth,Male,Laptop,1 Month
643,Standard,11,28-Oct-22,Oct,2022,27-06-2023,June,Active ,United Kingdom,50,Adult,Female,Smartphone,1 Month
644,Standard,15,27-Oct-22,Oct,2022,29-06-2023,June,Active ,Australia,47,Adult,Female,Laptop,1 Month
645,Basic,13,27-Oct-22,Oct,2022,29-06-2023,June,Active ,Germany,41,Adult,Male,Laptop,1 Month
646,Premium,10,27-Oct-22,Oct,2022,30-06-2023,June,Active ,France,49,Adult,Female,Laptop,1 Month
647,Basic,15,25-Oct-22,Oct,2022,28-06-2023,June,Active ,Brazil,32,Youth,Male,Smart TV,1 Month
648,Standard,10,17-Oct-22,Oct,2022,28-06-2023,June,Active ,Mexico,38,Adult,Female,Smartphone,1 Month
649,Premium,14,20-Aug-22,Aug,2022,29-06-2023,June,Active ,Spain,38,Adult,Female,Smartphone,1 Month
650,Basic,15,16-Aug-22,Aug,2022,29-06-2023,June,Active ,Italy,28,Youth,Female,Smart TV,1 Month
651,Premium,13,15-Aug-22,Aug,2022,29-06-2023,June,Active ,Spain,31,Youth,Male,Tablet,1 Month
652,Basic,14,15-Aug-22,Aug,2022,29-06-2023,June,Active ,Spain,39,Adult,Female,Smartphone,1 Month
653,Standard,11,29-Jul-22,Jul,2022,29-06-2023,June,Active ,United States,28,Youth,Female,Smartphone,1 Month
654,Standard,12,17-Jul-22,Jul,2022,28-06-2023,June,Active ,Canada,30,Youth,Female,Smartphone,1 Month
655,Basic,11,26-Jul-22,Jul,2022,29-06-2023,June,Active ,United States,42,Adult,Male,Tablet,1 Month
656,Premium,14,31-Jul-22,Jul,2022,29-06-2023,June,Active ,United States,33,Youth,Female,Laptop,1 Month
657,Basic,14,03-Aug-22,Aug,2022,29-06-2023,June,Active ,Canada,34,Youth,Female,Smart TV,1 Month
658,Standard,13,04-Aug-22,Aug,2022,29-06-2023,June,Active ,United Kingdom,49,Adult,Female,Smart TV,1 Month
659,Premium,13,03-Aug-22,Aug,2022,29-06-2023,June,Active ,Australia,41,Adult,Male,Laptop,1 Month
660,Basic,12,27-Jun-22,Jun,2022,29-06-2023,June,Active ,Germany,28,Youth,Male,Smart TV,1 Month
661,Premium,14,27-Jun-22,Jun,2022,28-06-2023,June,Active ,France,49,Adult,Female,Laptop,1 Month
662,Basic,15,15-Jun-22,Jun,2022,29-06-2023,June,Active ,Brazil,49,Adult,Male,Tablet,1 Month
663,Standard,11,13-Jun-22,Jun,2022,29-06-2023,June,Active ,Mexico,36,Youth,Male,Tablet,1 Month
664,Standard,11,12-Jun-22,Jun,2022,30-06-2023,June,Active ,Spain,31,Youth,Male,Smart TV,1 Month
665,Basic,10,18-Jun-22,Jun,2022,28-06-2023,June,Active ,Italy,38,Adult,Male,Smartphone,1 Month
666,Premium,15,26-Jun-22,Jun,2022,29-06-2023,June,Active ,Spain,34,Youth,Female,Tablet,1 Month
667,Basic,11,30-Jun-22,Jun,2022,30-06-2023,June,Active ,Spain,51,Adult,Female,Smartphone,1 Month
668,Standard,13,03-Jul-22,Jul,2022,30-06-2023,June,Active ,United States,49,Adult,Male,Smart TV,1 Month
669,Premium,13,19-Jun-22,Jun,2022,28-06-2023,June,Active ,Canada,27,Youth,Female,Tablet,1 Month
670,Basic,10,08-Jun-22,Jun,2022,29-06-2023,June,Active ,United States,38,Adult,Male,Smart TV,1 Month
671,Basic,10,08-Jun-22,Jun,2022,30-06-2023,June,Active ,United States,51,Adult,Male,Tablet,1 Month
672,Basic,14,09-Jun-22,Jun,2022,30-06-2023,June,Active ,Canada,47,Adult,Female,Tablet,1 Month
673,Standard,15,09-Jun-22,Jun,2022,27-06-2023,June,Active ,United Kingdom,37,Youth,Male,Smartphone,1 Month
674,Premium,13,10-Jun-22,Jun,2022,28-06-2023,June,Active ,Australia,37,Youth,Female,Laptop,1 Month
675,Basic,11,11-Jun-22,Jun,2022,29-06-2023,June,Active ,Germany,39,Adult,Female,Tablet,1 Month
676,Basic,11,13-Jun-22,Jun,2022,29-06-2023,June,Active ,France,31,Youth,Male,Smartphone,1 Month
677,Premium,13,17-Jun-22,Jun,2022,28-06-2023,June,Active ,Brazil,36,Youth,Male,Smart TV,1 Month
678,Standard,15,27-Jun-22,Jun,2022,28-06-2023,June,Active ,Mexico,42,Adult,Female,Smart TV,1 Month
679,Standard,11,05-Jul-22,Jul,2022,29-06-2023,June,Active ,Spain,49,Adult,Male,Laptop,1 Month
680,Basic,15,07-Jul-22,Jul,2022,29-06-2023,June,Active ,Italy,44,Adult,Female,Laptop,1 Month
681,Premium,11,16-Jul-22,Jul,2022,28-06-2023,June,Active ,Spain,33,Youth,Male,Laptop,1 Month
682,Standard,11,23-Jul-22,Jul,2022,27-06-2023,June,Active ,Spain,42,Adult,Male,Tablet,1 Month
683,Basic,13,03-Aug-22,Aug,2022,29-06-2023,June,Active ,United States,39,Adult,Male,Smartphone,1 Month
684,Standard,10,11-Aug-22,Aug,2022,29-06-2023,June,Active ,Canada,49,Adult,Male,Smartphone,1 Month
685,Premium,12,15-Aug-22,Aug,2022,30-06-2023,June,Active ,United States,31,Youth,Male,Smartphone,1 Month
686,Basic,14,18-Aug-22,Aug,2022,28-06-2023,June,Active ,United States,37,Youth,Male,Tablet,1 Month
687,Premium,13,26-Aug-22,Aug,2022,29-06-2023,June,Active ,Canada,30,Youth,Female,Tablet,1 Month
688,Standard,10,03-Sep-22,Sep,2022,28-06-2023,June,Active ,United Kingdom,42,Adult,Male,Smartphone,1 Month
689,Basic,15,04-Sep-22,Sep,2022,29-06-2023,June,Active ,Australia,37,Youth,Female,Smart TV,1 Month
690,Standard,15,05-Sep-22,Sep,2022,30-06-2023,June,Active ,Germany,36,Youth,Male,Laptop,1 Month
691,Premium,11,01-Sep-22,Sep,2022,29-06-2023,June,Active ,France,28,Youth,Female,Laptop,1 Month
692,Basic,15,31-Aug-22,Aug,2022,30-06-2023,June,Active ,Brazil,36,Youth,Male,Tablet,1 Month
693,Standard,14,01-Sep-22,Sep,2022,29-06-2023,June,Active ,Mexico,31,Youth,Female,Tablet,1 Month
694,Premium,14,17-Sep-22,Sep,2022,01-07-2023,July,Active ,Spain,46,Adult,Male,Smart TV,1 Month
695,Basic,13,21-Sep-22,Sep,2022,28-06-2023,June,Active ,Italy,28,Youth,Male,Laptop,1 Month
696,Premium,15,29-Sep-22,Sep,2022,01-07-2023,July,Active ,Spain,31,Youth,Male,Tablet,1 Month
697,Basic,12,06-Oct-22,Oct,2022,29-06-2023,June,Active ,Spain,43,Adult,Male,Smart TV,1 Month
698,Standard,10,12-Oct-22,Oct,2022,02-07-2023,July,Active ,United States,28,Youth,Male,Laptop,1 Month
699,Standard,13,07-Oct-22,Oct,2022,30-06-2023,June,Active ,Canada,32,Youth,Female,Smartphone,1 Month
700,Basic,12,04-Oct-22,Oct,2022,30-06-2023,June,Active ,United States,31,Youth,Female,Laptop,1 Month
701,Premium,11,24-Sep-22,Sep,2022,28-06-2023,June,Active ,United States,45,Adult,Male,Smart TV,1 Month
702,Basic,14,25-Sep-22,Sep,2022,01-07-2023,July,Active ,Canada,36,Youth,Male,Smartphone,1 Month
703,Standard,14,27-Sep-22,Sep,2022,30-06-2023,June,Active ,United Kingdom,35,Youth,Male,Laptop,1 Month
704,Premium,13,30-Sep-22,Sep,2022,01-07-2023,July,Active ,Australia,27,Youth,Female,Tablet,1 Month
705,Basic,13,04-Oct-22,Oct,2022,28-06-2023,June,Active ,Germany,32,Youth,Male,Laptop,1 Month
706,Premium,12,24-Oct-22,Oct,2022,01-07-2023,July,Active ,France,46,Adult,Female,Smartphone,1 Month
707,Basic,12,28-Oct-22,Oct,2022,30-06-2023,June,Active ,Brazil,36,Youth,Male,Smart TV,1 Month
708,Standard,13,02-Nov-22,Nov,2022,01-07-2023,July,Active ,Mexico,39,Adult,Male,Laptop,1 Month
709,Standard,12,07-Nov-22,Nov,2022,28-06-2023,June,Active ,Spain,48,Adult,Female,Smart TV,1 Month
710,Basic,10,10-Nov-22,Nov,2022,30-06-2023,June,Active ,Italy,48,Adult,Female,Smart TV,1 Month
711,Premium,14,15-Nov-22,Nov,2022,29-06-2023,June,Active ,Spain,27,Youth,Female,Laptop,1 Month
712,Basic,13,08-Nov-22,Nov,2022,01-07-2023,July,Active ,Spain,45,Adult,Male,Tablet,1 Month
713,Standard,10,01-Nov-22,Nov,2022,27-06-2023,June,Active ,United States,30,Youth,Male,Laptop,1 Month
714,Premium,15,30-Oct-22,Oct,2022,29-06-2023,June,Active ,Canada,29,Youth,Male,Tablet,1 Month
715,Basic,12,28-Oct-22,Oct,2022,29-06-2023,June,Active ,United States,43,Adult,Female,Laptop,1 Month
716,Premium,10,26-Oct-22,Oct,2022,30-06-2023,June,Active ,United States,43,Adult,Male,Laptop,1 Month
717,Basic,15,18-Oct-22,Oct,2022,29-06-2023,June,Active ,Canada,39,Adult,Female,Tablet,1 Month
718,Standard,14,30-Sep-22,Sep,2022,30-06-2023,June,Active ,United Kingdom,27,Youth,Male,Tablet,1 Month
719,Standard,10,03-Sep-22,Sep,2022,29-06-2023,June,Active ,Australia,33,Youth,Female,Tablet,1 Month
720,Basic,10,23-Aug-22,Aug,2022,29-06-2023,June,Active ,Germany,32,Youth,Female,Tablet,1 Month
721,Premium,10,16-Aug-22,Aug,2022,29-06-2023,June,Active ,France,37,Youth,Female,Tablet,1 Month
722,Basic,13,11-Aug-22,Aug,2022,30-06-2023,June,Active ,Brazil,45,Adult,Male,Smartphone,1 Month
723,Standard,10,01-Aug-22,Aug,2022,30-06-2023,June,Active ,Mexico,40,Adult,Female,Smartphone,1 Month
724,Premium,14,01-Aug-22,Aug,2022,29-06-2023,June,Active ,Spain,44,Adult,Male,Laptop,1 Month
725,Basic,12,01-Aug-22,Aug,2022,29-06-2023,June,Active ,Italy,29,Youth,Female,Tablet,1 Month
726,Premium,14,02-Aug-22,Aug,2022,30-06-2023,June,Active ,Spain,50,Adult,Male,Laptop,1 Month
727,Basic,11,04-Aug-22,Aug,2022,29-06-2023,June,Active ,Spain,32,Youth,Female,Laptop,1 Month
728,Standard,14,04-Aug-22,Aug,2022,29-06-2023,June,Active ,United States,39,Adult,Male,Laptop,1 Month
729,Standard,15,07-Jul-22,Jul,2022,30-06-2023,June,Active ,Canada,43,Adult,Female,Smartphone,1 Month
730,Basic,12,27-Jun-22,Jun,2022,30-06-2023,June,Active ,United States,49,Adult,Female,Smartphone,1 Month
731,Premium,13,19-Jun-22,Jun,2022,29-06-2023,June,Active ,United States,30,Youth,Male,Tablet,1 Month
732,Basic,12,19-Jun-22,Jun,2022,29-06-2023,June,Active ,Canada,47,Adult,Male,Tablet,1 Month
733,Standard,10,18-Jun-22,Jun,2022,29-06-2023,June,Active ,United Kingdom,51,Adult,Female,Laptop,1 Month
734,Premium,14,19-Jun-22,Jun,2022,30-06-2023,June,Active ,Australia,40,Adult,Male,Tablet,1 Month
735,Basic,14,24-Jun-22,Jun,2022,28-06-2023,June,Active ,Germany,40,Adult,Male,Laptop,1 Month
736,Premium,11,30-Jun-22,Jun,2022,30-06-2023,June,Active ,France,49,Adult,Male,Smartphone,1 Month
737,Basic,15,02-Jul-22,Jul,2022,30-06-2023,June,Active ,Brazil,43,Adult,Female,Tablet,1 Month
738,Standard,14,26-Jun-22,Jun,2022,01-07-2023,July,Active ,Mexico,44,Adult,Female,Smartphone,1 Month
739,Standard,13,21-Jun-22,Jun,2022,28-06-2023,June,Active ,Spain,27,Youth,Male,Smartphone,1 Month
740,Basic,14,16-Jun-22,Jun,2022,29-06-2023,June,Active ,Italy,30,Youth,Male,Tablet,1 Month
741,Premium,14,09-Jun-22,Jun,2022,30-06-2023,June,Active ,Spain,47,Adult,Male,Smart TV,1 Month
742,Basic,13,10-Jun-22,Jun,2022,30-06-2023,June,Active ,Spain,51,Adult,Male,Smartphone,1 Month
743,Standard,15,10-Jun-22,Jun,2022,28-06-2023,June,Active ,United States,31,Youth,Female,Laptop,1 Month
744,Premium,13,11-Jun-22,Jun,2022,29-06-2023,June,Active ,Canada,34,Youth,Female,Tablet,1 Month
745,Basic,11,12-Jun-22,Jun,2022,30-06-2023,June,Active ,United States,28,Youth,Female,Laptop,1 Month
746,Basic,15,15-Jun-22,Jun,2022,30-06-2023,June,Active ,United States,32,Youth,Male,Smartphone,1 Month
747,Basic,11,25-Jun-22,Jun,2022,29-06-2023,June,Active ,Canada,41,Adult,Male,Smart TV,1 Month
748,Standard,13,30-Jun-22,Jun,2022,28-06-2023,June,Active ,United Kingdom,40,Adult,Male,Smart TV,1 Month
749,Premium,12,06-Jul-22,Jul,2022,30-06-2023,June,Active ,Australia,46,Adult,Male,Smart TV,1 Month
750,Basic,13,09-Jul-22,Jul,2022,29-06-2023,June,Active ,Germany,47,Adult,Male,Smart TV,1 Month
751,Basic,14,18-Jul-22,Jul,2022,29-06-2023,June,Active ,France,45,Adult,Female,Laptop,1 Month
752,Premium,10,24-Jul-22,Jul,2022,28-06-2023,June,Active ,Brazil,28,Youth,Female,Smartphone,1 Month
753,Standard,12,27-Jul-22,Jul,2022,30-06-2023,June,Active ,Mexico,43,Adult,Female,Smartphone,1 Month
754,Standard,11,10-Aug-22,Aug,2022,29-06-2023,June,Active ,Spain,41,Adult,Male,Laptop,1 Month
755,Basic,13,16-Aug-22,Aug,2022,30-06-2023,June,Active ,Italy,32,Youth,Male,Tablet,1 Month
756,Premium,14,23-Aug-22,Aug,2022,29-06-2023,June,Active ,Spain,44,Adult,Female,Smartphone,1 Month
757,Standard,11,03-Sep-22,Sep,2022,30-06-2023,June,Active ,Spain,32,Youth,Male,Laptop,1 Month
758,Basic,12,04-Sep-22,Sep,2022,29-06-2023,June,Active ,United States,47,Adult,Male,Laptop,1 Month
759,Standard,14,05-Sep-22,Sep,2022,29-06-2023,June,Active ,Canada,37,Youth,Male,Smart TV,1 Month
